,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,class
7614,7614,7,RobREngland,2023-02-28 23:37:06+00:00,58,34,1,4,4750.0,"US Cartoonist cancelled for suggesting the #White Community should avoid the increasingly #antiwhite &amp; #racist  #Black community for safety. Meanwhile, a homeless white man is executed on the streets of St Louis. https://t.co/lwLmzNnt0X",0
7615,7615,8,richardblade,2023-02-28 23:42:45+00:00,241,15,24,0,9515.0,"Don't forget - tomorrow it's the 1st of the month, so make sure the first words you say when you wake up are ""white rabbits, white rabbits, white rabbits."" That way you'll have good luck all month. Who is going to remember? https://t.co/wCxdWS27CZ",2
7618,7618,11,kickslounge,2023-02-28 23:52:26+00:00,54,3,5,1,14651.0,"Inspired by Japan and the Sashiko stitching technique, this is the Nike Dunk Low SE ‘Industrial Blue’. This shoe’s upper is constructed of denim, showcased in Summit White and Industrial Blue. The heel forgoes the traditional Nike branding and instead allows some Sashiko stitch… https://t.co/0YN3ReByUw",2
7619,7619,12,harlowheaven,2023-02-28 23:55:20+00:00,142,14,2,1,2584.0,"Jean Harlow wears a velvet turban in an MGM fashion portrait, 1932:

Description from the Nashville Banner: “A winter fashion revealing bow-knots of tiny white flowers which add a quaint note to the velvet turban, as shown here by Jean Harlow, Metro-Goldwyn-Star.” https://t.co/MA4En0vetc",2
7623,7623,16,KrongarB,2023-02-28 23:25:29+00:00,231,0,6,0,18597.0,"@El_Gabacho_ Little bit of White pill as a treat, despite everything, there are still white people at all in South Africa.",0
7626,7626,19,GathererSkull,2023-02-28 23:31:07+00:00,429,15,3,2,12371.0,"The only reason I didn't end up on the streets some want to be gangbanger peckerwood is because I didn't have peers around me telling me I was less of a man if I didn't do it

That doesn't sound like I succeeded because of white privilege, it sounds like something else entirely",2
7631,7631,24,pep_on_,2023-02-28 23:45:08+00:00,68,11,0,0,1370.0,"🐇 rabbit rabbit, white rabbit 🐇
Wishing you safe practice and success in Notte Stellata. May your projects go as you envision them. May you stay healthy and confident of the support you have, because we love you Hanyu-senshu, Hanyu-kun, Yuzuru, Yuzu.
#HANYUYUZURU #羽生結弦 https://t.co/TGqjCVkIBQ",2
7633,7633,26,GathererSkull,2023-02-28 23:28:46+00:00,388,14,2,0,11003.0,"Every objective definition of white privilege. I didn't get it

I didn't have a stable family, we didn't have any money, I got no generational wealth, and then a predominantly black city like Dayton, Ohio I didn't get the special treatment because I was the minority",2
7634,7634,27,beingabookwyrm,2023-02-28 23:26:10+00:00,418,45,2,1,26673.0,it’s just unimaginative to colorblind casting everyone BUT the Darling kids. besides the weird dynamics (Tink’s jealousy? Peter’s infatuation w/ the one(1) white girl?) this misses that Hook=patriarchal authority which is why he’s the villain in her fear of growing up— (1/2),2
7636,7636,29,s_decatur,2023-02-28 23:48:01+00:00,82,10,2,0,4590.0,"While he was fishing, Barba was set-upon by a gang of forty to fifty Black teenagers. He was stoned and stabbed in the back. Barba was found lying dead on the waterfront. He was not the only victim of the anti-White rampage that day. https://t.co/jrjpy3oXRk",2
7638,7638,31,GathererSkull,2023-02-28 23:28:47+00:00,382,13,1,2,11397.0,"I got jumped, robbed, ridiculed, ostracized all because I was white

I was left to raise myself most of my childhood because my mom worked three jobs",2
7641,7641,34,yeolhaecasyuzu,2023-02-28 23:41:03+00:00,307,28,0,0,5110.0,"rabbit rabbit white rabbit 🐰💗🐰

may this month bring you many moments of joy and laughter,and may you continue to shine as brightly as ever and find success in every endeavor,both on and off the ice. wishing you only the best for your upcoming performances see you soon yuzu💗 https://t.co/s7rZDa2Mbc",2
7642,7642,35,rico_rants,2023-02-28 23:53:58+00:00,118,24,4,3,3922.0,"Today's the last day of black history month so I'll end it with this:

I understand why white conservatives don't want black history or sociopolitical/economic analysis of America's history (largely pertaining to black people) taught. Because the more you learn...hoo boy...",0
7645,7645,38,EdenicJesus,2023-02-28 23:50:27+00:00,738,35,68,20,94806.0,"another day, another person seething at White American believers

cringing at this reveals yourself to be oversocialized, neurotic, and incapable of genuinely buying into your Faith. type of person too scared to dance and let loose at a party and judges from afar instead.",2
7650,7650,43,beingabookwyrm,2023-02-28 23:26:10+00:00,196,11,3,0,3086.0,"(2/2) —so one way to approach a true reimagining would start by making him/the pirates (but definitely him) the only white person

aka, the white patriarchal authority that a commune of kids of color unite to resist",2
7658,7658,51,BasedQian,2023-02-28 23:28:56+00:00,57,7,6,1,9559.0,"LOL
Another survey showed that Black employees represent only 3.8% of chief diversity officers overall, with white people making up 76.1% of the roles. Those of Hispanic or Latino ethnicity make up 7.8% and those of Asian ethnicity make up 7.7%
https://t.co/xGNLsEy80S",2
7662,7662,55,andalousiane,2023-02-28 23:50:21+00:00,70,0,2,0,1322.0,"Wordle 620 4/6*
⬜🟩⬜⬜⬜
⬜🟩⬜⬜🟨
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
I've never understand the fascination that have Wordle620 about the imagination in movies especially the white one. Some want to catch it &amp; other dream of it in a parrallele universe with a strange philosophical side👻.",2
7666,7666,59,amchidox,2023-02-28 23:49:52+00:00,50,5,3,0,1672.0,"@HauwaAllahbura Obi won't stain his white.
They will set him up and he will lose credibility in the eyes of his followers.

Obi should face his private businesses and fill up his pocket. 

A drug lord indicted in Chicago, that is what Tinubu is and him being the president can't change that.",0
7668,7668,61,jeremy_nothere,2023-02-28 23:30:33+00:00,508,3,4,0,19932.0,"@MalevolentAstra if their own standards weren't just a pretense to be hateful, you'd have to end white people too. the way so many of them act in public is quite ridiculous",0
7672,7672,65,KaivanShroff,2023-02-28 23:36:19+00:00,202,38,2,0,3438.0,Firing the first Black woman Vice President for doing at least as good a job as all the white men before her would be a deal-breaker for many who understand the significance of her rise.,2
7673,7673,66,KaivanShroff,2023-02-28 23:44:41+00:00,155,26,1,2,2726.0,"Notably, President Biden himself has stated his intent to keep Harris as his partner in the White House. After all, Harris has been the partner who helped him deliver the litany of wins he recounted in his recent State of the Union address.",2
7679,7679,72,_drazzari,2023-02-28 23:43:44+00:00,55,10,10,0,1217.0,"#TacoTuesday with a pinot noir by @GaryFarrellWine in #RRV. This has aromas of cranberry, rhubarb and white pepper with flavors of ripe blackberry, black truffle and black tea. These tacos are so gooood.  @boozychef @jflorez @Kerryloves2trvl @amy_oosterhouse https://t.co/s5vAumHLUg",2
7680,7680,73,delp101,2023-02-28 23:38:23+00:00,60,3,2,0,1624.0,"@El_Gabacho_ One of the most anti-White journalists in SA is a ""fellow White"". They all seem to be Jewish, save for some English libs. In the end when the Hutu style death pits are dug they will only see that light skin. Can't ""Oy Vey"" yourself out of it this time.",2
7684,7684,77,RandaAFattah,2023-02-28 23:33:03+00:00,58,11,2,0,4565.0,"4. Mainstream media, politicians, gutless White editors who love doing acknowledgments of country &amp; collecting brown friends will see all this &amp; still think the feelings of the lobbyists for the apartheid regime should set the terms, police the language, take the space.",2
7689,7689,82,DrewPavlou,2023-02-28 23:37:23+00:00,98,24,18,3,4644.0,"China needs to be open and transparent on the Tiananmen Massacre, the Uyghur Genocide, the Tibetan Genocide, the Hong Kong White Terror, the origins of COVID, the poisoning of hundreds of thousands of Chinese children with the chemical melamine in baby milk, the list goes on.",2
7696,7696,89,mitchellbyars,2023-02-28 23:29:39+00:00,54,0,3,0,16137.0,"When we talk about a lack of diversity in coaching, maybe we could examine how the NFL automatically fast-passes every single white backup QB through the ranks?",2
7698,7698,91,Hallowe27994118,2023-02-28 23:41:34+00:00,599,12,4,0,7468.0,"@DouglasKMurray @guardian Why change it? What is wrong with it? This is so racist. Imagine switching the location in question and the ethnicity of the writer to white… It would then read  something like: Kampala still feels like a club for working class blacks, we can and will change this.",0
7700,7700,93,gaontext,2023-02-28 23:58:22+00:00,92,11,1,6,2737.0,"💬 ⋅ 12:57 AM

the chilly air that hasn't yet become the morning air would come into my lungs

i would wait for the traffic lights as i listened to this song

and then my breath would get white

the song just happens to remind me of you",2
7703,7703,96,CoinDesk,2023-02-28 23:28:50+00:00,51,16,24,3,27610.0,"The White House was pushing toward a digital dollar last year when President Joe Biden issued his executive order on regulating crypto, according to one of his former top economic advisers.

@jesseahamilton reports  

https://t.co/JWDA3VdiLS",2
7707,7707,2,HANJlKKA,2023-02-28 14:35:36+00:00,1271,96,37,31,26555.0,"okay but deadass if you know your parents aren't cool, don't bring them to a skz concert. there's literally up close ab rolls, men on leashes, floor grinding, butt slapping, heavy breathing, and homo behavior save your parents their eyes, their wallets, and their dignity.",2
7710,7710,5,illumibread,2023-02-28 15:49:57+00:00,199,12,0,10,10386.0,"// csm 122 leaks
-
-
-
-
-
-
-
No Asaden this chapter only that homo Yoshida god has forsaken us https://t.co/G2odMCzNNl",2
7713,7713,8,viperkaro,2023-02-28 15:54:21+00:00,117,5,0,0,7908.0,"// CSM 122 leaks 
.
.
.
HOMO YOSHIDA TALKS TO A GIRL THIS CHAPTER? https://t.co/WkGluDbZE3",2
7720,7720,15,hairpindr0ps,2023-02-28 20:22:09+00:00,94,1,1,0,1618.0,taylor......don't make me buy the homo blanket https://t.co/5f4AsqYMED,2
7722,7722,17,MastersThePen,2023-02-28 17:25:16+00:00,73,1,0,0,1769.0,@JuuTay @sapphoo_ @clumsystiggy @ikaynalu Homo Phobius to keep with the taxonomy?,2
7724,7724,19,PelagicPoet,2023-02-28 08:39:22+00:00,189,5,4,0,21647.0,"@catboyhottline @Q_Review Actually those are all different species of hominid. Think horses and donkeys as an analogy. Technically we are a subspecies: Homo sapiens sapiens, modern humans. Our parent species, H. sapiens, died out about 160,000 years ago as we started migrating around and out of Africa.",2
7726,7726,21,DamianCRWDctrl,2023-02-28 12:46:49+00:00,75,0,1,0,595.0,@OwenWilcox14 @ShaHathor @Unashamed366 HOMO SAPIENS MENTIONED 🚶‍♂️🚶‍♀️🧍‍♂️🧍‍♀️,2
7728,7728,23,cmikesspinmove,2023-02-28 14:52:49+00:00,87,2,8,0,18681.0,Does She Know What the Homo Sapien Sapiens Did To Homo Sapien Neanderthalensis,2
7734,7734,29,ShawnG927,2023-02-28 18:15:59+00:00,54,61,1,0,2775.0,"@AndyBxxx Hey, Shanghai Daily, stop hiring homo foreigners who talk with a lisp in front of the mic all the time 🤣🤣🤣",2
7735,7735,30,Miss__Muslim,2023-02-28 13:10:37+00:00,56,0,0,0,198.0,"@bitiesfess 🌼

HANYA MENERIMA ARMY ONLY
MULFAN, HOMO SHIPPER DNI‼️",2
7737,7737,32,DiamondDudeYGO,2023-02-28 17:47:35+00:00,154,0,1,0,5314.0,"@laiguanatuiter @Q_Review @jellboi Australopithecus appeared around 7-8 million years ago, but you're correct that Homo Habilis (which I think was the first ""Homo"" species) appeared around 2 million years ago. But yeah, it's even worse if you only count from Homo Habilis.",2
7751,7751,46,Buffslot,2023-02-28 20:31:50+00:00,86,1,0,0,8469.0,"@GoodPoliticGuy Not to mention modern homo sapiens didn't leave Africa until 70k years ago which is literally 4 orders of magnitude less time than ""hundreds of millions of years""

Like comparing a few inches to a mile and hoping no one notices",2
7762,7762,57,evrimagaci,2023-02-28 20:03:02+00:00,102,5,3,1,48398.0,"Hobbitler: Homo floresiensis

✍️@cagrimbakirci https://t.co/SeEetbNfGq",2
7763,7763,58,TristanGHill,2023-02-28 19:00:51+00:00,78,0,2,0,4750.0,@jacaristar @BtSquared2 no homo that brudda fine asl (i'll accept the 40k fine),2
7787,7787,0,SDonziger,2023-02-28 16:38:54+00:00,19639,4777,232,372,792449.0,"BREAKING: CIA agents raped ""terrorism"" suspects by shoving garden hoses up their rectums and turning on the water. They also raped detainees by penetrating their rectums with bogus feeding tubes .

Undeniable that the US commits torture as official policy. That's the real crime. https://t.co/xBixdw0Ts9",2
7788,7788,1,pauldbowen,2023-02-28 20:39:49+00:00,51,51,6,6,3142.0,"Pakistan grooming gang abuse of native brits; A video from UK of a local girl, racily abused, raped and assaulted by Pakistan grooming gang goes viral

#GroomingGangs
https://t.co/SIyz5CFALL",2
7789,7789,2,anno1540,2023-02-28 17:09:55+00:00,194,74,6,5,12444.0,"Raped a woman in the Kyiv region: the occupier was informed of suspicion

 The suspect is a 27-year-old serviceman of the 37th Motorized Rifle Brigade, originally from the Republic of Buryatia. In March 2022, he and two other Russian military men broke into a house /1 https://t.co/34eOMJToKJ",2
7794,7794,7,BlackdiasporaV1,2023-02-28 18:01:22+00:00,90,63,5,6,6358.0,"Rosewood Florida. 100 years ago and white woman lied that she was raped a black man the white mob went on a run page, killing and burning and destroying the town. This is what Ron DeSantis trying to cover up.#BlackHistoryMonth .#protest .#Florida. .#BlackTwitter. https://t.co/munwDspeV1",0
7798,7798,11,AshwiniSahaya,2023-02-28 15:53:15+00:00,852,329,5,0,18121.0,"A preliminary post-mortem report has confirmed rape &amp; murder

The horrific incident took place in the Sachin area of the Surat district on Monday. The accused reportedly kidnapped the girl and took her to an isolated place and raped her. Later, Yusuf dumped the body near a lake +",2
7799,7799,12,lira12_joy,2023-02-28 15:42:05+00:00,122,16,5,1,4888.0,"@VusiThembekwayo Ey bakwethu anisimele ngoku ba ama apartheid apologists.  

Apartheid was a crime against humanity. It was a brutal system against black humanity. Many people were brutally killed, raped and displaced by boers. Black people's resources and  land were stolen.

Please rethink 🙏🏽🤞🏾",0
7800,7800,13,Delhiite_,2023-02-28 16:57:43+00:00,336,165,3,1,9975.0,"Naroda Gaon and Naroda Patiya

- home to around 1,000 daily wage earning MusIims, migrants from Karnataka &amp; M'rashtra

-  97 Muslims were kiIIed by a m0b of 6-7k people of BD, VHP, BJP

- first broken hands of women &amp; girls, then rāpëd &amp; d0used in kerosene/petrol &amp; bürnt",2
7801,7801,14,hayasaka_aryan,2023-02-28 23:41:20+00:00,75,10,1,0,1523.0,MS-13 victims watching Twitter defend  the people who raped and killed their families https://t.co/YJPJZvdRnp,2
7807,7807,20,ChrisOldRomance,2023-02-28 22:17:00+00:00,116,32,5,0,899.0,"@Keir_Starmer @womensaid @OfficialMelB @vicderbyshire Oh the fucking irony…

You completely ignoring the hundreds of girls, groomed and raped throughout the UK..

In Labour held towns 😡😡",1
7813,7813,26,tigray_micky,2023-02-28 18:44:45+00:00,68,177,0,10,1752.0,"Hundreds thousands are being killed, raped, displaced &amp; starving. 848 Days and the suffering continues in #Irob western #Tigray act save millions. #Justice4Tigray End #TigrayGenocide @IntlCrimCourt @RegSprecher @amnesty @POTUS @_AfricanUnion @UNHumanRights @EUCouncil @UN @eu_eeas https://t.co/nSJAcjUR6Z",2
7816,7816,29,JustMisogyny,2023-02-28 23:10:34+00:00,81,26,1,1,1643.0,"Every media outlet and politician referring to Isla Bryson as ""she/her"" is telling you that they don't take rape seriously.

They take his ""gender identity"" more seriously than the women he raped.",2
7817,7817,30,MthrSuperiorBen,2023-02-28 15:13:08+00:00,54,2,7,0,841.0,@tassagency_en How many civilians have russians killed and raped in the last calendar year in Ukraine?,2
7821,7821,34,ga_haile,2023-02-28 23:36:47+00:00,17,61,0,0,204.0,"Hundreds thousands are being killed,raped,displaced &amp; starving.848 Days and the sufferingcontinuesin #Irob western #Tigray act save millions.#Justice4Tigray End #TigrayGenocide @IntlCrimCourt @RegSprecher @amnesty @POTUS @_AfricanUnion @UNHumanRights @UN @eu_eeas
@USUN
@EUCouncil https://t.co/NfmlM8UuDo",2
7822,7822,35,kellyeden,2023-02-28 20:13:27+00:00,176,3,11,0,10153.0,I need to vent about being a woman for a sec. My back is hurts. Like really bad. There’s a massage parlor down the street but I am too scared to try it out bc I I have no idea if I’ll be safe there. And that’s my gripe. I have to worry about the possibility of being raped.,2
7824,7824,37,ironladey,2023-02-28 17:31:07+00:00,163,62,3,2,13850.0,There has never been any social issue in this country that has mobilized broad based appeal like homophobia. I struggle to understand the depth of this hate. 10s of thousands of children were raped during the pandemic&amp; it was met with hand wringing and resignation.,2
7829,7829,42,JubaByPrice,2023-02-28 16:12:26+00:00,61,8,0,0,1518.0,@Schrebetwittig It's literally not hard to understand at all either. Why on Earth are the majority of johns men and the majority of prostituted people women? Ignoring that the bodies of the raped and the rapist have a gender is to deny the existence of gender hierarchy.,2
7835,7835,48,kingo4Tigray,2023-02-28 17:11:44+00:00,109,250,0,7,1784.0,"10/10
TIGRAY has been suffering for more than two years and up to 818K civilians lost their lives. on the top of that More than 130K women and girls were gang raped. 
Therefore, Don’t derail @UN investigation of #TigrayGenocide in z name of peace. @POTUS
https://t.co/xiBQyia9zx",2
7836,7836,49,bettyvegas3,2023-02-28 21:18:39+00:00,16,61,0,0,249.0,"TIGRAY has been suffering for more than two years and up to 818K civilians lost their lives. on the top of that More than 130K women and girls were gang raped. 
Therefore, Don’t derail @UN investigation of #TigrayGenocide in z name of peace. @POTUS @MikeHammerUSA @WFPChief…",2
7837,7837,50,AngelicaMiepie,2023-02-28 21:48:49+00:00,291,13,13,0,3286.0,"@mscots41 How can you tell a predatory man from a normal one? Tell me please, I wanna know. I was raped by a 'nice' young man when I was 4 and by the brother of my best friend at 15. So when I walk into a toilet and I see a man ... how do I know?",2
7843,7843,56,RigatGrmay,2023-02-28 18:06:50+00:00,12,89,0,0,208.0,"TIGRAY has been suffering for more than two years and up to 818K civilians lost their lives. on the top of that More than 130K women and girls were gang raped. 
Therefore, Don’t derail @UN investigation of #TigrayGenocide in z name of peace. @POTUS @RG
https://t.co/pkXgsk4qso…",2
7844,7844,57,Samrawitkalayu7,2023-02-28 18:25:20+00:00,13,85,0,0,158.0,"TIGRAY has been suffering for more than two years and up to 818K civilians lost their lives. on the top of that More than 130K women and girls were gang raped. 
Therefore, Don’t derail @UN @VP investigation of #TigrayGenocide in z name of peace. @POTUS
https://t.co/mCmsEjItOA…",2
7847,7847,60,degafiti1234,2023-02-28 22:12:55+00:00,19,90,0,0,254.0,"Hundreds thousands are being killed,raped, displaced &amp; starving.8️⃣4️⃣8️⃣ Days and the suffering continues in #Irob western #Tigray act save millions.#Justice4Tigray End #TigrayGenocide @IntlCrimCourt @RegSprecher @amnesty @POTUS @_AfricanUnion @UNHumanRights @EUCouncil @UN @eu_eeas https://t.co/Mjq6CRnqW0",2
7852,7852,65,mita7070,2023-02-28 18:52:44+00:00,13,82,0,0,208.0,"TIGRAY has been suffering for more than two years and up to 818K civilians lost their lives. on the top of that More than 130K women and girls were gang raped. 
Therefore, Don’t derail @UN investigation of #TigrayGenocide in z name of peace. @POTUS
https://t.co/HtCMerhdCC…",2
7855,7855,68,Mesigal7,2023-02-28 20:16:42+00:00,9,62,0,0,166.0,"TIGRAY has been suffering for more than two years and up to 818K civilians lost their lives. on the top of that More than 130K women and girls were gang raped. 
Therefore, Don’t derail @UN investigation of #TigrayGenocide in z name of peace. @POTUS
https://t.co/knRAqtjdxB… Mg7",2
7856,7856,69,HiwetM16,2023-02-28 20:21:17+00:00,18,89,0,0,231.0,"TIGRAY has been suffering for more than two years and up to 818K civilians lost their lives. on the top of that More than 130K women and girls were gang raped. 
Therefore, Don’t derail @UN investigation of #TigrayGenocide in z name of peace. @POTUS
https://t.co/0JH8nvXWeO…",2
7857,7857,70,selamgebrekid15,2023-02-28 20:40:16+00:00,17,75,0,0,143.0,"Hundreds thousands are being killed,raped,displaced &amp; starving. 848 Days and the suffering continues in #Irob western #Tigray act save millions.#Justice4Tigray End #TigrayGenocide @IntlCrimCourt @RegSprecher @amnesty @POTUS @_AfricanUnion @UNHumanRights @EUCouncil @UN @eu_eeas sg https://t.co/Ft8kNZ92Y8",2
7859,7859,72,Merilov72140135,2023-02-28 18:32:17+00:00,17,109,0,0,235.0,"TIGRAY has been suffering for more than two years and up to 818K civilians lost their lives. on the top of that More than 130K women and girls were gang raped. 
Therefore, Don’t derail @UN investigation of #TigrayGenocide in z name of peace. @POTUS
https://t.co/FjG0nLWApm…",2
7861,7861,74,gereleake12,2023-02-28 19:51:54+00:00,17,89,0,0,287.0,"Dear: @UN_HRC @UN
@JosepBorrellF @UNOSAPG @HolocaustMuseum @coe @Bundeskanzler #ICHREE must investigation 
#TigrayGenocide
+600K Tigrayans dead. 
+130K women and girls were raped
+2M ppl are going to vanish due to famine 
7M ppl need urgent food, medicine 
 Still #EndTigraySiege",2
7862,7862,75,Ge1solomone,2023-02-28 18:22:00+00:00,13,86,0,0,164.0,"TIGRAY has been suffering for more than two years and up to 818K civilians lost their lives. on the top of that More than 130K women and girls were gang raped. 
Therefore, Don’t derail @UN investigation of #TigrayGenocide in z name of peace. @POTUS
https://t.co/TpBT59ppCI…",2
7863,7863,0,SDonziger,2023-02-28 16:38:54+00:00,19639,4777,232,372,792449.0,"BREAKING: CIA agents raped ""terrorism"" suspects by shoving garden hoses up their rectums and turning on the water. They also raped detainees by penetrating their rectums with bogus feeding tubes .

Undeniable that the US commits torture as official policy. That's the real crime. https://t.co/xBixdw0Ts9",2
7864,7864,1,MeghUpdates,2023-02-28 13:12:17+00:00,5455,3017,168,67,163315.0,"Pakistan grooming gang abuse of native brits; A video from UK of a local girl, racily abused, raped and assaulted by Pakistan grooming gang goes viral
https://t.co/XInKK38rWc",2
7865,7865,2,ambedkariteIND,2023-02-28 16:30:29+00:00,836,408,26,19,46850.0,"#Horrible A painful accident took place in Chhatarpur, Madhya Pradesh, a 12-year-old minor Dalit student of class 7th was raped by a hostel operator Pandit Rahul Mishra, the incident took place at Radha Priya Hostel Silver City Naugaon... #ArrestRahulPandit https://t.co/VBmnvIH807",2
7868,7868,5,AfricanArchives,2023-02-28 16:17:35+00:00,805,157,5,2,36757.0,"A rumour spread by a white woman, Fanny Taylor, sparked a massacre in the predominantly black town. Taylor claimed she was sexually assaulted in her house by a Black man. A group of white men believed her claims that she was raped by Jesse Hunter, a recently escaped convict.",2
7869,7869,6,WldHinduCouncil,2023-02-28 12:39:56+00:00,696,316,7,5,18083.0,"A 16 y/o Hindu girl child Sonam Shukla was raped by a Muslim man named Mohammad Ansari, her body chopped into pieces, stuffed in a bag &amp; dumped her into the sea in Mumbai
Here you are doing propaganda upon parents peacefully protesting for safety of their daughters. Shame on you!",2
7871,7871,8,Sargon_of_Akkad,2023-02-28 16:59:49+00:00,1517,152,44,5,60948.0,"Remember when the woman in Philadephia was raped on the train by a black man infront of a dozen bystanders? Not their business to intervene. The social contract does not entail that they are obliged to help their fellow citizens under such circumstances.

https://t.co/5cgT9cjo1Q",2
7872,7872,9,Andydotcom_gh,2023-02-27 19:44:22+00:00,61,3,3,2,3915.0,"News In: 

Achraf Hakimi is under investigation for rape. A young woman went to the police station this weekend, where she said she was raped by the PSG player and the prosecution took up the case despite the woman's refusal to file a complaint.  [le Parisien] https://t.co/pzHYoxBiBF",2
7873,7873,10,RockyWasYer,2023-02-28 08:44:12+00:00,412,32,4,0,3643.0,"@HenryRiley1 @LBC @LBCNews ""I mean, you can't walk the streets at night for fear of being raped by a Met Officer, stabbed with a macheté or gunned down by a member of ISIS and it's all the fault of Brexit""",2
7876,7876,13,RhiRavenRose,2023-02-28 01:39:26+00:00,62,5,1,0,640.0,"I prefer not to date cis women, having been raped by more than one, but I also don't walk around plastering stickers all over the place claiming that all vagina owners are sexual predators. I've also been in therapy for years, though. That might have something to do with it.",2
7877,7877,14,pauldbowen,2023-02-28 20:39:49+00:00,51,51,6,6,3142.0,"Pakistan grooming gang abuse of native brits; A video from UK of a local girl, racily abused, raped and assaulted by Pakistan grooming gang goes viral

#GroomingGangs
https://t.co/SIyz5CFALL",2
7887,7887,24,poast_bridau,2023-02-27 15:33:49+00:00,438,17,6,1,15727.0,Haha he misspoke Islamic rape gangs as Ray guns what an idiot. Anyway how are you going to deal with the issue of white British girls being massed raped by Asian gangs?,2
7889,7889,26,Delhiite_,2023-02-28 16:57:43+00:00,336,165,3,1,9975.0,"Naroda Gaon and Naroda Patiya

- home to around 1,000 daily wage earning MusIims, migrants from Karnataka &amp; M'rashtra

-  97 Muslims were kiIIed by a m0b of 6-7k people of BD, VHP, BJP

- first broken hands of women &amp; girls, then rāpëd &amp; d0used in kerosene/petrol &amp; bürnt",2
7892,7892,29,wesyang,2023-02-28 19:40:42+00:00,4039,1379,154,235,500311.0,"A mentally-ill gender-confused girl was secretly socially transitioned at school, assaulted in the boys bathroom, sex-trafficked, gang raped, kept from her mother for two months by a judge on false pretext she had misgendered ""him"" https://t.co/k2p83r5UIO",2
7896,7896,33,AndyHeasman2,2023-02-28 10:51:37+00:00,70,7,6,0,1835.0,The Garda brought out the public order unit for concerned parents and grieving families but they will never be there while our woman who are raped by unvetted fakeugees,2
7898,7898,35,NazaninAJ,2023-02-28 02:46:15+00:00,314,175,22,14,12563.0,Extremely difficult to listen to Parmida’s story of being beaten and raped by the regime of the Islamic republic’s prison guards. How can the  female guards allow and enable such heinous acts from those evil men?,2
7900,7900,37,Adaobiwude1,2023-02-28 06:13:26+00:00,62,147,0,2,1653.0,"1 year ago, this 15 yr old girl was abducted in Imo State by  @NigeriaDss &amp; RAPED under their custody.
For almost 2yrs the Nigerian DSS has yet to charge the officer who got her pregnant.
@hrw,@amnestyOz,@amnestyusa,@amnesty,@UN,@amnesty,@UNHumanRights,@USinNigeria,@amnestypress https://t.co/TpEJjGSmoj",2
7906,7906,43,iTrishLane,2023-02-28 15:36:56+00:00,85,1,95,2,5614.0,"@w_terrence @BryanCranston MAGA is about turning the clock back. It’s about a time of segregation, women stayed in bad marriages because they couldn’t get credit. The LGBTQ communities existed but no one talked about it. Boys were raped by priests. 
Nothing moves backward in nature.",2
7908,7908,45,lira12_joy,2023-02-28 15:42:05+00:00,122,16,5,1,4888.0,"@VusiThembekwayo Ey bakwethu anisimele ngoku ba ama apartheid apologists.  

Apartheid was a crime against humanity. It was a brutal system against black humanity. Many people were brutally killed, raped and displaced by boers. Black people's resources and  land were stolen.

Please rethink 🙏🏽🤞🏾",0
7909,7909,46,gali_tigrai,2023-02-28 11:08:31+00:00,30,81,0,0,430.0,"⚠️Today marks #840days since #TigrayGenocide committed by 🇪🇹 &amp; 🇪🇷 regime +126K Tigrayan mothers &amp; girls gang-raped.+800K Tigrayan civilians dead.But,This horrofic genocide still continuing.The @IntlCrimCourt @amnesty @POTUS #UNSC must take meangful action to. #StopTigrayGenocide. https://t.co/PfTcqGQAx0",2
7910,7910,47,AlessandraAster,2023-02-28 09:41:44+00:00,123,19,2,0,1424.0,"@markjenkinsonmp Most sex offences go unreported or never result in conviction so you are still locking males who may have raped a woman with women. And women also need privacy and dignity, which is not guaranteed by mixed sex prisons.",2
7911,7911,48,DawitDigital,2023-02-28 07:36:06+00:00,31,69,0,0,474.0,"The @UN_HRC is working to hide #TigrayGenocide collaboratively with the genociders of #IsayasAfeworki &amp; @AbiyAhmedAli.
Tigray is part of the world but forgetting by the intl community, intl @hrw lawyers, organizations, experts, medias &amp; NGO'S.
+140k raped &amp; +800k killed in Tigray",2
7912,7912,49,walter_report,2023-02-27 14:52:22+00:00,165,80,6,23,79834.0,"“I watched part about Bucha and Irpin and remembered the story of a pregnant friend of mine.
She was raped by a group of russian soldiers in that area.

russians wanted to force her into childbirth. They succeeded. She gave birth in front of her rapists after several hours…”
1/2",2
7917,7917,54,AngelicaMiepie,2023-02-28 21:48:49+00:00,291,13,13,0,3286.0,"@mscots41 How can you tell a predatory man from a normal one? Tell me please, I wanna know. I was raped by a 'nice' young man when I was 4 and by the brother of my best friend at 15. So when I walk into a toilet and I see a man ... how do I know?",2
7922,7922,59,GebreNiguse,2023-02-28 07:16:35+00:00,26,72,0,0,451.0,"⚠️Today marks #840days since #TigrayGenocide committed by 🇪🇹 &amp; 🇪🇷 regime.+126K Tigrayan mothers &amp; girls gang-raped.+800K Tigrayan civilians dead.But,This horrofic genocide still continuing. The @IntlCrimCourt @amnesty @POTUS #UNSC must take meangful action to #StopTigrayGenocide. https://t.co/HkgiRWawg6",2
